Time,Umred1,Umred2,Umred4,Umred6,Umred7,Umred8,Umred9,Umred10,Saoner9,Saoner8,Saoner7,Saoner3,Ramtek6,Ramtek5,Ramtek3,Ramtek2,Ramtek1,Parseoni5,Parseoni2,Narkhed8,Parseoni7,Parseoni6,Parseoni4,Parseoni10,Parseoni1,Narkhed7,Narkhed4,Narkhed3,Narkhed10,Narkhed1,Nagpur6,Nagpur8,Nagpur9,Nagpur7,Nagpur4,Nagpur5,Kuhi8,Kuhi5,Nagpur3,Mauda9,Mauda4,Mauda3,Kuhi9,Nagpur2,Kuhi3,Kuhi2,Kuhi10,Kuhi1,Katol9,Katol8,Katol6,Katol10,Katol1,Kamthi9,Kamthi6,Kamthi5,Kalmeshwar4,Hingna9,Kamthi4,Kamthi2,Kamthi10,Kalmeshwar8,Kalmeshwar6,Hingna7,Hingna6,Hingna10,Hingna1,Bhivapur9,Bhivapur8,Bhivapur7,Bhivapur5,Bhivapur4,Bhivapur3,Bhivapur2,Bhivapur10
11/20/1987,4.964385,0.7067649,2.322241,0,,7.262364,,0.7067649,5.561578,4.262178,7.262364,,8.536053,,0,0,,,7.666436,10.52247,0.7067649,,4.964385,,,,,0.7067649,0.7067649,,,,,,,,,7.262364,,,0,0.7067649,,,,,,,,0.7067649,,,0,0.7067649,0.7067649,4.964385,,,0.7067649,,6.627781,,,,4.964385,,,,,,,,,,
11/21/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
11/22/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
11/23/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
11/24/1987,3.986122,4.163126,3.838398,0.2679429,,3.015247,,4.163126,4.302473,5.925189,3.015247,,5.698594,,4.77442,4.77442,,,3.678123,3.623869,4.163126,,3.986122,,,,,4.163126,4.163126,,,,,,,,,3.015247,,,4.77442,4.163126,,,,,,,,4.163126,,,4.77442,4.163126,4.163126,3.986122,,,4.163126,,3.023442,,,,3.986122,,,,,,,,,,
11/25/1987,2.08355,2.220931,0.8755956,3.424529,,3.015247,,2.220931,1.791002,2.89134,3.015247,,2.849297,,2.740102,2.740102,,,1.935056,5.421978,2.220931,,2.08355,,,,,2.220931,2.220931,,,,,,,,,3.015247,,,2.740102,2.220931,,,,,,,,2.220931,,,2.740102,2.220931,2.220931,2.08355,,,2.220931,,6.419327,,,,2.08355,,,,,,,,,,
11/26/1987,0,0,5.387682,0.3273185,,0,,0,1.304013,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
11/27/1987,22.01366,19.48576,3.21338,0,,24.64468,,19.48576,7.634161,26.07472,24.64468,,23.80641,,18.11114,18.11114,,,23.06893,8.343166,19.48576,,22.01366,,,,,19.48576,19.48576,,,,,,,,,24.64468,,,18.11114,19.48576,,,,,,,,19.48576,,,18.11114,19.48576,19.48576,22.01366,,,19.48576,,1.796976,,,,22.01366,,,,,,,,,,
11/28/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
11/29/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
11/30/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/1/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0.7196939,,,,0,,,,,,,,,,
12/2/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/3/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/4/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/5/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/6/1987,0,0,2.136168,6.003402,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/7/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/8/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/9/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/10/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/11/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/12/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/13/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/14/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/15/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/16/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/17/1987,0,0,0.199114,10.45782,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/18/1987,0,0,9.481141,35.06692,,11.16208,,0,0,0,11.16208,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,11.16208,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/19/1987,17.41228,5.190007,0.7203415,10.09674,,13.74807,,5.190007,0,3.920297,13.74807,,0,,0,0,,,0,2.274004,5.190007,,17.41228,,,,,5.190007,5.190007,,,,,,,,,13.74807,,,0,5.190007,,,,,,,,5.190007,,,0,5.190007,5.190007,17.41228,,,5.190007,,8.333881,,,,17.41228,,,,,,,,,,
12/20/1987,21.62402,24.30308,6.819586,2.191808,,15.85449,,24.30308,28.53748,37.32565,15.85449,,39.08709,,2.791782,2.791782,,,26.99904,0,24.30308,,21.62402,,,,,24.30308,24.30308,,,,,,,,,15.85449,,,2.791782,24.30308,,,,,,,,24.30308,,,2.791782,24.30308,24.30308,21.62402,,,24.30308,,0,,,,21.62402,,,,,,,,,,
12/21/1987,0,0,19.86627,0,,0,,0,4.349122,0,0,,0,,0,0,,,0,22.38079,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,8.921602,,,,0,,,,,,,,,,
12/22/1987,0,1.040343,0,0,,0,,1.040343,0,0,0,,0,,23.4754,23.4754,,,0,1.799312,1.040343,,0,,,,,1.040343,1.040343,,,,,,,,,0,,,23.4754,1.040343,,,,,,,,1.040343,,,23.4754,1.040343,1.040343,0,,,1.040343,,0,,,,0,,,,,,,,,,
12/23/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,1.579885,,,,0,,,,,,,,,,
12/24/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/25/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/26/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/27/1987,0,0,7.595552,3.213714,,0,,0,0,2.421928,0,,0.4426685,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/28/1987,0,0,0,6.912598,,0,,0,6.250344,0.8900833,0,,1.389599,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/29/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/30/1987,0,0,2.87598,0.8711458,,0,,0,13.78482,2.421928,0,,5.702055,,0,0,,,12.29434,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
12/31/1987,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/1/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/2/1988,0,0,7.131541,4.632239,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/3/1988,3.13134,2.893603,0,0,,2.606214,,2.893603,0,0,2.606214,,0,,2.319772,2.319772,,,0,2.200634,2.893603,,3.13134,,,,,2.893603,2.893603,,,,,,,,,2.606214,,,2.319772,2.893603,,,,,,,,2.893603,,,2.319772,2.893603,2.893603,3.13134,,,2.893603,,1.711052,,,,3.13134,,,,,,,,,,
1/4/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/5/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/6/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/7/1988,0,0,0,0,,0,,0,0,0,0,,0,,2.210792,2.210792,,,0,2.338209,0,,0,,,,,0,0,,,,,,,,,0,,,2.210792,0,,,,,,,,0,,,2.210792,0,0,0,,,0,,3.185993,,,,0,,,,,,,,,,
1/8/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/9/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/10/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/11/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/12/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/13/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/14/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/15/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/16/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/17/1988,0,0,0,3.897748,,0,,0,4.694606,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/18/1988,2.640868,2.337058,0,0,,1.575642,,2.337058,0,0,1.575642,,0,,1.167473,1.167473,,,0,0.5110099,2.337058,,2.640868,,,,,2.337058,2.337058,,,,,,,,,1.575642,,,1.167473,2.337058,,,,,,,,2.337058,,,1.167473,2.337058,2.337058,2.640868,,,2.337058,,0,,,,2.640868,,,,,,,,,,
1/19/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/20/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/21/1988,0,0,0,1.283759,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/22/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/23/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/24/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/25/1988,0,0,4.035815,1.432797,,0,,0,3.657234,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/26/1988,0,0,0,0,,0,,0,0,0,0,,0.8714806,,0,0,,,5.458859,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/27/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
1/28/1988,2.816534,1.674984,7.809154,8.317323,,4.211368,,1.674984,8.279995,3.104681,4.211368,,6.88233,,1.54547,1.54547,,,4.117058,0,1.674984,,2.816534,,,,,1.674984,1.674984,,,,,,,,,4.211368,,,1.54547,1.674984,,,,,,,,1.674984,,,1.54547,1.674984,1.674984,2.816534,,,1.674984,,0,,,,2.816534,,,,,,,,,,
1/29/1988,0.4337612,1.327855,4.943434,0.98849,,0,,1.327855,5.102934,13.67232,0,,11.48009,,0.417279,0.417279,,,8.118537,8.559269,1.327855,,0.4337612,,,,,1.327855,1.327855,,,,,,,,,0,,,0.417279,1.327855,,,,,,,,1.327855,,,0.417279,1.327855,1.327855,0.4337612,,,1.327855,,6.692002,,,,0.4337612,,,,,,,,,,
1/30/1988,11.70602,12.90731,2.658432,1.702156,,7.861128,,12.90731,8.13689,2.140982,7.861128,,3.16025,,15.0347,15.0347,,,4.715772,11.01554,12.90731,,11.70602,,,,,12.90731,12.90731,,,,,,,,,7.861128,,,15.0347,12.90731,,,,,,,,12.90731,,,15.0347,12.90731,12.90731,11.70602,,,12.90731,,7.850689,,,,11.70602,,,,,,,,,,
1/31/1988,11.30081,12.17638,0,0,,9.026634,,12.17638,0,0,9.026634,,0,,10.23597,10.23597,,,0,8.785825,12.17638,,11.30081,,,,,12.17638,12.17638,,,,,,,,,9.026634,,,10.23597,12.17638,,,,,,,,12.17638,,,10.23597,12.17638,12.17638,11.30081,,,12.17638,,5.89348,,,,11.30081,,,,,,,,,,
2/1/1988,2.217599,2.102746,4.175405,4.95776,,2.379306,,2.102746,4.421411,3.5707,2.379306,,2.100319,,1.840709,1.840709,,,3.72943,0.2252427,2.102746,,2.217599,,,,,2.102746,2.102746,,,,,,,,,2.379306,,,1.840709,2.102746,,,,,,,,2.102746,,,1.840709,2.102746,2.102746,2.217599,,,2.102746,,1.582125,,,,2.217599,,,,,,,,,,
2/2/1988,2.217599,2.102746,0,0,,2.379306,,2.102746,0,0.2033774,2.379306,,0.29583,,2.496173,2.496173,,,0,2.966217,2.102746,,2.217599,,,,,2.102746,2.102746,,,,,,,,,2.379306,,,2.496173,2.102746,,,,,,,,2.102746,,,2.496173,2.102746,2.102746,2.217599,,,2.102746,,3.976176,,,,2.217599,,,,,,,,,,
2/3/1988,0,0,0,0,,0,,0,0,0,0,,0.1899997,,0,0,,,1.535749,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/4/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0.1467935,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/5/1988,2.217599,2.009552,0,1.800091,,2.131525,,2.009552,0,0,2.131525,,0,,0.06827556,0.06827556,,,0,0.6608822,2.009552,,2.217599,,,,,2.009552,2.009552,,,,,,,,,2.131525,,,0.06827556,2.009552,,,,,,,,2.009552,,,0.06827556,2.009552,2.009552,2.217599,,,2.009552,,0,,,,2.217599,,,,,,,,,,
2/6/1988,6.631274,4.879872,1.643704,0,,5.198102,,4.879872,0,7.865196,5.198102,,7.079607,,3.583043,3.583043,,,5.488491,3.044402,4.879872,,6.631274,,,,,4.879872,4.879872,,,,,,,,,5.198102,,,3.583043,4.879872,,,,,,,,4.879872,,,3.583043,4.879872,4.879872,6.631274,,,4.879872,,2.198796,,,,6.631274,,,,,,,,,,
2/7/1988,4.155189,5.265471,0,7.916688,,1.12977,,5.265471,3.0985,0,1.12977,,0.7324989,,5.854064,5.854064,,,2.86342,5.866373,5.265471,,4.155189,,,,,5.265471,5.265471,,,,,,,,,1.12977,,,5.854064,5.265471,,,,,,,,5.265471,,,5.854064,5.265471,5.265471,4.155189,,,5.265471,,4.242442,,,,4.155189,,,,,,,,,,
2/8/1988,5.946405,6.115731,6.462282,2.41046,,6.113529,,6.115731,5.318579,3.914339,6.113529,,2.569005,,4.954518,4.954518,,,0,1.13741,6.115731,,5.946405,,,,,6.115731,6.115731,,,,,,,,,6.113529,,,4.954518,6.115731,,,,,,,,6.115731,,,4.954518,6.115731,6.115731,5.946405,,,6.115731,,1.267137,,,,5.946405,,,,,,,,,,
2/9/1988,0.3497007,0.7195151,0,0,,0,,0.7195151,0,5.28125,0,,4.968872,,0.1216272,0.1216272,,,3.713575,0,0.7195151,,0.3497007,,,,,0.7195151,0.7195151,,,,,,,,,0,,,0.1216272,0.7195151,,,,,,,,0.7195151,,,0.1216272,0.7195151,0.7195151,0.3497007,,,0.7195151,,0,,,,0.3497007,,,,,,,,,,
2/10/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/11/1988,0,0,4.281043,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/12/1988,0,0,1.305212,0,,0,,0,2.779192,1.039064,0,,0.2162177,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/13/1988,1.330504,0,0,0,,0.57342,,0,0,0.6265156,0.57342,,0,,0.09135481,0.09135481,,,0,1.122001,0,,1.330504,,,,,0,0,,,,,,,,,0.57342,,,0.09135481,0,,,,,,,,0,,,0.09135481,0,0,1.330504,,,0,,0,,,,1.330504,,,,,,,,,,
2/14/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/15/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/16/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/17/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/18/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/19/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/20/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/21/1988,0,0,0,0,,0,,0,0.8861939,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/22/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/23/1988,6.528479,7.566703,6.483621,12.08723,,4.934729,,7.566703,3.341175,4.887311,4.934729,,6.170937,,7.69869,7.69869,,,4.95101,4.988663,7.566703,,6.528479,,,,,7.566703,7.566703,,,,,,,,,4.934729,,,7.69869,7.566703,,,,,,,,7.566703,,,7.69869,7.566703,7.566703,6.528479,,,7.566703,,3.394656,,,,6.528479,,,,,,,,,,
2/24/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,1.270361,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,2.068155,,,,0,,,,,,,,,,
2/25/1988,2.101335,0,8.661744,1.482576,,8.495586,,0,11.17867,13.78507,8.495586,,10.77147,,1.079625,1.079625,,,8.65877,3.287703,0,,2.101335,,,,,0,0,,,,,,,,,8.495586,,,1.079625,0,,,,,,,,0,,,1.079625,0,0,2.101335,,,0,,2.602807,,,,2.101335,,,,,,,,,,
2/26/1988,0,0,0,1.428799,,0,,0,0,4.534276,0,,5.263059,,0.1066325,0.1066325,,,5.087412,3.381693,0,,0,,,,,0,0,,,,,,,,,0,,,0.1066325,0,,,,,,,,0,,,0.1066325,0,0,0,,,0,,4.269749,,,,0,,,,,,,,,,
2/27/1988,0,1.046689,4.433466,0,,0.3134614,,1.046689,4.317284,0.3832315,0.3134614,,0.3316432,,1.420407,1.420407,,,0,0.2112162,1.046689,,0,,,,,1.046689,1.046689,,,,,,,,,0.3134614,,,1.420407,1.046689,,,,,,,,1.046689,,,1.420407,1.046689,1.046689,0,,,1.046689,,0.3393571,,,,0,,,,,,,,,,
2/28/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
2/29/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
3/1/1988,0,0,0,0,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,,,0,0,0,0,,,0,,0,,,,0,,,,,,,,,,
