Time,Umred1,Umred2,Umred4,Umred6,Umred7,Umred8,Umred9,Umred10,Saoner9,Saoner8,Saoner7,Saoner3,Ramtek6,Ramtek5,Ramtek3,Ramtek2,Ramtek1,Parseoni5,Parseoni2,Narkhed8,Parseoni7,Parseoni6,Parseoni4,Parseoni10,Parseoni1,Narkhed7,Narkhed4,Narkhed3,Narkhed10,Narkhed1,Nagpur6,Nagpur8,Nagpur9,Nagpur7,Nagpur4,Nagpur5,Kuhi8,Kuhi5,Nagpur3,Mauda9,Mauda4,Mauda3,Kuhi9,Nagpur2,Kuhi3,Kuhi2,Kuhi10,Kuhi1,Katol9,Katol8,Katol6,Katol10,Katol1,Kamthi9,Kamthi6,Kamthi5,Kalmeshwar4,Hingna9,Kamthi4,Kamthi2,Kamthi10,Kalmeshwar8,Kalmeshwar6,Hingna7,Hingna6,Hingna10,Hingna1,Bhivapur9,Bhivapur8,Bhivapur7,Bhivapur5,Bhivapur4,Bhivapur3,Bhivapur2,Bhivapur10
2/23/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.437672,0,0,0.5242798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.140749,0,0,0,0,0,2.140749,0,0,0,0,0,0,0,0
3/2/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/5/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/6/1983,4.878479,5.49229,2.947709,4.046741,5.430891,4.242346,4.878479,5.49229,3.197206,5.1448,4.242346,5.49229,5.430891,5.247556,5.247556,5.247556,6.650412,5.257662,5.759831,7.154659,5.49229,5.476458,4.878479,5.247556,5.247556,6.015411,5.247556,5.49229,5.49229,5.999878,0,5.49229,5.84559,5.49229,0,5.49229,5.257662,4.242346,5.49229,0,5.247556,5.49229,5.247556,5.247556,4.878479,4.100257,4.878479,4.878479,5.49229,5.49229,5.476458,5.49229,5.247556,5.49229,5.49229,4.878479,5.1448,4.242346,5.49229,5.49229,6.242424,4.878479,5.999878,4.878479,4.878479,5.49229,6.242424,4.878479,4.691447,0,0,5.286415,0,4.878479,4.242346
3/7/1983,4.864256,5.457795,1.13121,0,4.330628,4.1873,4.864256,5.457795,2.024592,4.453141,4.1873,5.457795,4.330628,5.149472,5.149472,5.149472,6.335225,4.642448,4.505116,6.888208,5.457795,5.391155,4.864256,5.149472,5.149472,5.776517,5.149472,5.457795,5.457795,4.305437,4.683355,5.457795,5.718746,5.457795,5.575112,5.457795,4.642448,4.1873,5.457795,2.902192,5.149472,5.457795,5.149472,5.149472,4.864256,2.865034,4.864256,4.864256,5.457795,5.457795,5.391155,5.457795,5.149472,5.457795,5.457795,4.864256,4.453141,4.1873,5.457795,5.457795,5.832256,4.864256,4.305437,4.864256,4.864256,5.457795,5.832256,4.864256,4.806323,7.558618,5.923602,4.98143,5.575112,4.864256,4.1873
3/8/1983,0,0,0,0,2.528621,0,0,0,0,2.491864,0,0,2.528621,2.503322,2.503322,2.503322,4.475633,2.33805,2.657623,4.407146,0,0,0,2.503322,2.503322,0.4953097,2.503322,0,0,0,0,0,3.034427,0,0,0,2.33805,0,0,0,2.503322,0,2.503322,2.503322,0,0,0,0,0,0,0,0,2.503322,0,0,0,2.491864,0,0,0,4.176176,0,0,0,0,0,4.176176,0,0,0,0,0,0,0,0
3/9/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9897892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.887511,4.853182,0,0.9897892,0,0
3/10/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/1983,0,0,0,0,0,0,0,0,0.2058704,0,0,0,0,0,0,0,0,0,0,0,0,1.661646,0,0,0,0.7285875,0,0,0,0,10.19287,0,0,0,9.840514,0,0,0,0,6.564598,0,0,0,0,0,0,0,0,0,0,1.661646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.433375,9.403,7.414583,3.115695,9.840514,0,0
3/12/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/13/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/1983,0,0,0,0,0,0,0,0,0.6350881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/1983,0.2546345,0,0.09876665,1.168508,2.462497,3.1431,0.2546345,0,1.059611,2.25319,3.1431,0,2.462497,0,0,0,4.095021,0.632222,0.9310775,2.624206,0,2.753514,0.2546345,0,0,0.8565143,0,0,0,0,0,0,0,0,0,0,0.632222,3.1431,0,0,0,0,0,0,0.2546345,0,0.2546345,0.2546345,0,0,2.753514,0,0,0,0,0.2546345,2.25319,3.1431,0,0,2.493515,0.2546345,0,0.2546345,0.2546345,0,2.493515,0.2546345,0,0,0,0,0,0.2546345,3.1431
3/16/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/1983,0,0,0.4937095,3.824342,0.631321,0,0,0,3.082232,0,0,0,0.631321,0,0,0,1.95311,0,0,0,0,0,0,0,0,0,0,0,0,1.070298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.659082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871452,0,1.070298,0,0,0,0.871452,0,0.2225315,0,0,0,0,0,0
3/20/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1866646,0,0,0,0
3/21/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.126589,0,0,0,5.684342,0,0,0,0,8.004324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.684342,0,0
3/22/1983,0,0,0,0,3.109931,0,0,0,0,0.8119111,0,0,3.109931,0,0,0,0,0,0.6319432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8119111,0,0,0,0,0,0,0,0,0,0,0,12.7593,4.092884,14.59737,10.74781,0,0,0
3/23/1983,0,0,0,0,8.019441,0,0,0,0,1.368664,0,0,8.019441,0,0,0,0,0,7.321858,0,0,0,0,0,0,0,0,0,0,0,5.300777,0,0,0,8.770033,0,0,0,0,7.855545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.770033,0,0
3/24/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/1983,18.93372,18.29049,9.920575,7.649751,13.34337,18.80743,18.93372,18.29049,7.326415,23.48048,18.80743,18.29049,13.34337,17.18257,17.18257,17.18257,9.415979,23.23003,12.2031,9.572488,18.29049,17.71907,18.93372,17.18257,17.18257,24.67134,17.18257,18.29049,18.29049,18.13786,0,18.29049,14.59287,18.29049,0,18.29049,23.23003,18.80743,18.29049,0,17.18257,18.29049,17.18257,17.18257,18.93372,15.09194,18.93372,18.93372,18.29049,18.29049,17.71907,18.29049,17.18257,18.29049,18.29049,18.93372,23.48048,18.80743,18.29049,18.29049,8.154514,18.93372,18.13786,18.93372,18.93372,18.29049,8.154514,18.93372,0,0,0,0,0,18.93372,18.80743
3/26/1983,29.83733,33.52604,0,0,32.85718,28.92893,29.83733,33.52604,0,30.21919,28.92893,33.52604,32.85718,34.33471,34.33471,34.33471,20.27993,26.5321,23.86332,21.89459,33.52604,29.40735,29.83733,34.33471,34.33471,30.67824,34.33471,33.52604,33.52604,14.20124,0,33.52604,34.42791,33.52604,0,33.52604,26.5321,28.92893,33.52604,0,34.33471,33.52604,34.33471,34.33471,29.83733,9.000094,29.83733,29.83733,33.52604,33.52604,29.40735,33.52604,34.33471,33.52604,33.52604,29.83733,30.21919,28.92893,33.52604,33.52604,20.45174,29.83733,14.20124,29.83733,29.83733,33.52604,20.45174,29.83733,3.284531,0,0,3.6482,0,29.83733,28.92893
3/27/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20829,0,0,0,9.869996,0,0,0,0,13.25137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23398,19.91675,15.05065,15.01805,9.869996,0,0
3/28/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.197937,0,0,9.500987,0,0,0
3/29/1983,0,0,11.35073,0.7377628,0,0,0,0,10.43349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.323861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.323861,0,0,0,0,0,0,0,0,0,0,0,0
3/30/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1983,0,0,16.93197,15.29782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.116852,0,0,0,0,0,5.116852,0,6.747853,0,0,8.481881,0,0,0
4/3/1983,0,0,3.262565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.299589,0,0,0,0,0,0,0,0,8.593771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9199362,0,0,0,0,0,0.9199362,0,1.613289,7.142776,0,0,0,0,0
4/4/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.088026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.801622,0,0,0,0,0,5.801622,0,14.09246,7.515037,1.570911,17.94959,0,0,0
4/5/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58833,0,0,0,27.70338,0,0,0,0,10.01887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.75133,35.81287,0,27.70338,0,0
4/6/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/7/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.985401,0,0,9.693645,0,0,0
4/8/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/9/1983,9.229917,10.68039,0,12.45798,19.98187,7.785285,9.229917,10.68039,9.442005,16.34684,7.785285,10.68039,19.98187,10.04222,10.04222,10.04222,25.53846,15.51876,23.42181,32.43993,10.68039,10.0912,9.229917,10.04222,10.04222,13.57521,10.04222,10.68039,10.68039,17.96841,0,10.68039,14.99697,10.68039,0,10.68039,15.51876,7.785285,10.68039,0,10.04222,10.68039,10.04222,10.04222,9.229917,17.24866,9.229917,9.229917,10.68039,10.68039,10.0912,10.68039,10.04222,10.68039,10.68039,9.229917,16.34684,7.785285,10.68039,10.68039,11.13265,9.229917,17.96841,9.229917,9.229917,10.68039,11.13265,9.229917,0,0,0,0,0,9.229917,7.785285
4/10/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/1983,0,0,1.153441,0,0,0,0,0,12.65783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.764997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.506771,0,0,0,0,0,0,0,0,11.98061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.848078,0.9731036,5.085388,19.47269,0,0,0
4/13/1983,4.054746,4.242454,0,0,0,7.842602,4.054746,4.242454,0,0,7.842602,4.242454,0,7.341471,7.341471,7.341471,0,0,0,0,4.242454,1.040211,4.054746,7.341471,7.341471,2.00077,7.341471,4.242454,4.242454,0,0,4.242454,8.981674,4.242454,0,4.242454,0,7.842602,4.242454,0,7.341471,4.242454,7.341471,7.341471,4.054746,0,4.054746,4.054746,4.242454,4.242454,1.040211,4.242454,7.341471,4.242454,4.242454,4.054746,0,7.842602,4.242454,4.242454,19.87117,4.054746,0,4.054746,4.054746,4.242454,19.87117,4.054746,9.689767,0,0,0.7189496,0,4.054746,7.842602
4/14/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2888229,0,0,0,0,0,0.2888229,0,0,0,0,0,0,0,0
4/15/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/1983,7.762969,6.583253,6.221457,5.510805,15.14981,7.208013,7.762969,6.583253,5.794208,20.55762,7.208013,6.583253,15.14981,5.087266,5.087266,5.087266,9.014743,14.11453,5.296099,17.27006,6.583253,9.230471,7.762969,5.087266,5.087266,11.39193,5.087266,6.583253,6.583253,17.55705,0,6.583253,6.528176,6.583253,0,6.583253,14.11453,7.208013,6.583253,0,5.087266,6.583253,5.087266,5.087266,7.762969,10.86154,7.762969,7.762969,6.583253,6.583253,9.230471,6.583253,5.087266,6.583253,6.583253,7.762969,20.55762,7.208013,6.583253,6.583253,1.74277,7.762969,17.55705,7.762969,7.762969,6.583253,1.74277,7.762969,0,0,0,0,0,7.762969,7.208013
4/19/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.530028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7756962,0,0,0,0,0,0.7756962,0,0,0,0,0,0,0,0
4/21/1983,0,0,0,0.3241743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/1983,0,0,8.376988,0.7333347,0,0,0,0,3.955916,1.967319,0,0,0,0,0,0,3.391944,7.718255,0,6.273182,0,0,0,0,0,0,0,0,0,0,0,0,4.865275,0,0,0,7.718255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1676356,0,0,0,0,0,0.1676356,0,0,0,0,0,0,0,0
4/24/1983,0,0,0,2.645466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/1983,6.185013,7.666386,0,0,0,0.7963275,6.185013,7.666386,0,0,0.7963275,7.666386,0,8.657153,8.657153,8.657153,0,0,0,0,7.666386,0,6.185013,8.657153,8.657153,0,8.657153,7.666386,7.666386,0,0,7.666386,8.017913,7.666386,0,7.666386,0,0.7963275,7.666386,0,8.657153,7.666386,8.657153,8.657153,6.185013,0,6.185013,6.185013,7.666386,7.666386,0,7.666386,8.657153,7.666386,7.666386,6.185013,0,0.7963275,7.666386,7.666386,0,6.185013,0,6.185013,6.185013,7.666386,0,6.185013,0,0,0,0,0,6.185013,0.7963275
4/26/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.829236,0,0,0,0
4/27/1983,6.380633,5.254252,0,0,2.131964,6.157037,6.380633,5.254252,2.230412,2.190742,6.157037,5.254252,2.131964,0,0,0,0.1452953,2.554293,2.308324,0,5.254252,6.809985,6.380633,0,0,5.295818,0,5.254252,5.254252,2.159583,2.194142,5.254252,0,5.254252,0,5.254252,2.554293,6.157037,5.254252,3.088991,0,5.254252,0,0,6.380633,2.266583,6.380633,6.380633,5.254252,5.254252,6.809985,5.254252,0,5.254252,5.254252,6.380633,2.190742,6.157037,5.254252,5.254252,0.2880909,6.380633,2.159583,6.380633,6.380633,5.254252,0.2880909,6.380633,0,0,0,0,0,6.380633,6.157037
4/28/1983,9.876407,8.04092,1.316876,0,1.984381,9.567427,9.876407,8.04092,3.473069,2.480485,9.567427,8.04092,1.984381,14.05686,14.05686,14.05686,1.70621,3.027716,2.013772,0,8.04092,10.59331,9.876407,14.05686,14.05686,7.322474,14.05686,8.04092,8.04092,1.68991,0,8.04092,11.31252,8.04092,0,8.04092,3.027716,9.567427,8.04092,0.5052205,14.05686,8.04092,14.05686,14.05686,9.876407,1.737381,9.876407,9.876407,8.04092,8.04092,10.59331,8.04092,14.05686,8.04092,8.04092,9.876407,2.480485,9.567427,8.04092,8.04092,1.246017,9.876407,1.68991,9.876407,9.876407,8.04092,1.246017,9.876407,0,0,0,0,0,9.876407,9.567427
4/29/1983,0,0,6.082819,0,2.632199,0,0,0,3.587777,1.879798,0,0,2.632199,0,0,0,2.947091,1.609145,3.10181,0,0,0,0,0,0,0,0,0,0,2.469613,2.326413,0,0,0,0,0,1.609145,0,0,3.275206,0,0,0,0,0,2.511214,0,0,0,0,0,0,0,0,0,0,1.879798,0,0,0,3.118118,0,2.469613,0,0,0,3.118118,0,0,5.623665,0,0,0,0,0
4/30/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.057133,0,0,0,11.25585,0,0,0,0,5.838411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.995944,13.05804,7.474978,0,11.25585,0,0
5/1/1983,0,0,11.22499,13.50042,0,0,0,0,0.758889,0,0,0,0,0,0,0,4.420008,0,6.122705,6.665952,0,0,0,0,0,0,0,0,0,8.907405,0,0,0.2444726,0,0,0,0,0,0,0,0,0,0,0,0,10.35949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.907405,0,0,0,0,0,0,0,0,12.06116,0,0,0
